Product Name1,SKU,Product Name2,Image URLs,Product Information,product_features,Specifications,Downloads,URL
"COMET Heating Nozzle, Oxy/Acet, Type 41, Size 10×12",306068,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_736_lg_306068.JPG.png,"<div class=""typography"">
	<ul>
<li>For connection directly into the COMET 3 Cutting Attachment or Multipurpose Cutting Torch</li>
<li>Oxygen/Acetylene Delivers up to 75 MJ/hr</li>
<li>Compact simple design for ease of cleaning</li>
<li>Heavy copper construction helps conduct heat away from the tip face, keeps the tip cool and prevents flashbacks</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-heating-nozzle-oxy-acet-type-41-size-10x12/
"COMET Black Nickel Sheet Metal Nozzle, Oxy/Acet, Type 41, Size 6SM",306067,,https://www.cigweld.com.au/wp-content/uploads/2018/02/306067.jpg,"<div class=""typography"">
	<p>Sheet Metal Nozzle for use on COMET 3 Multipurpose. Size: 6SM, Fuel Gas Flow: 10 L/min @ 100kPa, Total Oxygen flow &amp; Pressure: 80(400) L/min@kPA</p>
<p>Size: 6SM,</p>
<p>Fuel Gas Flow: 10 L/min @ 100kPa,</p>
<p>Total Oxygen flow &amp; Pressure: 80(400) L/min@kPA.</p>
<p>Size: 6SM,</p>
<p>Fuel Gas Flow: 10 L/min @ 100kPa,</p>
<p>Total Oxygen flow &amp; Pressure: 80(400) L/min@kPA.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-sheet-metal-nozzle-oxy-acet-type-41-size-6sm/
"Lance, Thermic, 19mm Diameter, 3m Long",335073,,https://www.cigweld.com.au/wp-content/uploads/2018/02/Thermic-Lance-002.png,"<div class=""typography"">
	<p>Cigweld thermic lances are designed and produced to precise standards which effectively optimises lance consumption and oxygen usage. This assures you of guaranteed control of all operating factors, including labour and material costs.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/lance-thermic-19mm-diameter-3m-long/
Adaptor TurboTorch™,305137,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/adaptor-turbotorch/
Thermic Lance 16mm Diameter 3m Long,335074,,https://www.cigweld.com.au/wp-content/uploads/2018/02/Thermic-Lance-002.png,"<div class=""typography"">
	<p>Cigweld thermic lances are designed and produced to precise standards which effectively optimises lance consumption and oxygen usage. This assures you of guaranteed control of all operating factors, including labour and material costs.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/thermic-lance-16mm-diameter-3m-long/
ProLine Self Lighting Torch Kit Acetylene,308157,,https://www.cigweld.com.au/wp-content/uploads/2018/02/acetproline.png,"<div class=""typography"">
	<p>A Complete set ready for immediate use. Connection directly onto any standard acetylene cylinder. Swirl combustion using acetylene masks this kit ideal for fast brazing. Soft solders to 90mm, silver solders to 50mm. Very impressive performance from acetylene only</p>
<p>CAR-BSP regulator with Type 20 connection</p>
<p>	CPL-AUS handle with quick-connect</p>
<p>	Acetylene hose (3.6m)</p>
<p>	Instruction Manual</p>
<p>	Easy to clean orifice.</p>
<p>	CPL-12A tip with machined rotor.</p>
<p>	2 Year conditional manufacturer’s warranty.</p>
<p>CAR-BSP regulator with Type 20 connection</p>
<p>	CPL-AUS handle with quick-connect</p>
<p>	Acetylene hose (3.6m)</p>
<p>	Instruction Manual</p>
<p>	Easy to clean orifice.</p>
<p>	CPL-12A tip with machined rotor.</p>
<p>	2 Year conditional manufacturer’s warranty.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/proline-self-lighting-torch-kit-acetylene/
Handtorch STK-9,308159,,https://www.cigweld.com.au/wp-content/uploads/2018/02/handtorch.png,"<div class=""typography"">
	<p>A complete set ready for action. Soft solder up to 40mm and silver solder up to 15mm. Suitable for direct connection to CGA 600 Turbogas MAPP cylinders.</p>
<p>TurboTorch swirl combustion CSTK-R pressure regulator</p>
<p>	CGA-600 connecting for Turbogas (MAPP) gas</p>
<p>	CST-3 tip 360 degree swivel adjustment</p>
<p>	Instruction Manual</p>
<p>	Machined rotor swirls flame</p>
<p>	Easy to clean orifice</p>
<p>	2 year conditional manufacturer’s warrant</p>
<p>TurboTorch swirl combustion CSTK-R pressure regulator</p>
<p>	CGA-600 connecting for Turbogas (MAPP) gas</p>
<p>	CST-3 tip 360 degree swivel adjustment</p>
<p>	Instruction Manual</p>
<p>	Machined rotor swirls flame</p>
<p>	Easy to clean orifice</p>
<p>	2 year conditional manufacturer’s warrant</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/handtorch-stk-9/
ProLine Self Lighting Torch Kit LPG,308158,,https://www.cigweld.com.au/wp-content/uploads/2018/02/lpgturbo.jpg,"<div class=""typography"">
	<p>A complete Air/LPG kit ready to use. Simply connect to any standard LPG cylinder (with POL fitting). Swirl combustion using LPG makes this kit ideal for brazing where speed is not essential. Soft solders to 60mm. Silver brazes to 35mm</p>
<p>CRL-LP regulator (POL connection).</p>
<p>	CPL-AUS handle with quick-connect.</p>
<p>	LP gas hose (3.6m).</p>
<p>	CPL-5T tip with machined rotor.</p>
<p>	Easy to clean orifice.</p>
<p>	Instruction manual.</p>
<p>	2 Year conditional manufacturer’s warranty.</p>
<p>CRL-LP regulator (POL connection).</p>
<p>	CPL-AUS handle with quick-connect.</p>
<p>	LP gas hose (3.6m).</p>
<p>	CPL-5T tip with machined rotor.</p>
<p>	Easy to clean orifice.</p>
<p>	Instruction manual.</p>
<p>	2 Year conditional manufacturer’s warranty.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/proline-self-lighting-torch-kit-lpg/
COMET 3 Mixer – Type 550 – Welding/Heating,304002,,https://www.cigweld.com.au/wp-content/uploads/2018/02/304002-Mixer-Type-550-Clipped.png,"<div class=""typography"">
	<p>COMET 3 Type 550 mixer is used for welding and light heating with all Oxy/Fuel gas type combinations</p>
<ul>
<li>Hand tightening for easy attachment onto COMET 3 Blowpipe. (O ring seals ensure a perfect gas-tight connection every time)</li>
<li>Large flutes on mixer give easy positive handling, even when wearing welding gloves</li>
<li>Mixer 550 can be used with either Oxy/Acetylene, Oxy/LP gas or Oxy/Natural gas</li>
<li>No change required when altering fuel gas, other than the type of tip, hose and regulator required</li>
<li>Offers high resistance to backfire, regardless of the gas type or flow setting</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-3-mixer-type-550-welding-heating/
Extreme TX-504,308160,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_767_lg_308160.JPG.png,"<div class=""typography"">
	<p>TurboLite’s patented swirl combustion gives you the best burn in a self lighting package. The flame tube swivels 180 degrees for easy positioning. Uses MAPP or LP Gas without changing the orifice. Workplace designed without exposed wires. Locking button and final flame-adjusting valve give optimum performance. Soft solder to 40mm diameter copper tube. Silver braze up to 15mm diameter copper tube.fits CGA600 connection.</p>
<p>TL-44 for direct connection to Turbogas (MAPP) gas</p>
<p>	High impact ABS case for added strength</p>
<p>	Replaceable tip-end Easy to clean orifice</p>
<p>	Heavy-duty piezo ignitor with locking facility</p>
<p>	Machined rotor swirls flame</p>
<p>	Wide lighting range CGA-600 Connection</p>
<p>	2 year conditional manufacturer’s warranty</p>
<p>TL-44 for direct connection to Turbogas (MAPP) gas</p>
<p>	High impact ABS case for added strength</p>
<p>	Replaceable tip-end Easy to clean orifice</p>
<p>	Heavy-duty piezo ignitor with locking facility</p>
<p>	Machined rotor swirls flame</p>
<p>	Wide lighting range CGA-600 Connection</p>
<p>	2 year conditional manufacturer’s warranty</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/extreme-tx-504/
COMET 3 Mixer – Type 570 – Heating,304003,,https://www.cigweld.com.au/wp-content/uploads/2018/02/304003.jpg,"<div class=""typography"">
	<p>COMET 3 Type 570 mixer is used for heating with all Oxy/Fuel gas type combinations</p>
<ul>
<li>Hand tightening for easy attachment onto COMET 3 Blowpipe. (O ring seals ensure a perfect gas-tight connection every time)</li>
<li>Large flutes on mixer give easy positive handling, even when wearing welding gloves</li>
<li>Mixer 570 can be used with either Oxy/Acetylene, Oxy/LP gas or Oxy/Natural gas</li>
<li>No change required when altering fuel gas, other than the type of tip, hose and regulator required</li>
<li>Offers high resistance to backfire, regardless of the gas type or flow setting</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-3-mixer-type-570-heating/
COMET 3 Mixer – Type 574 – Heating,304166,,https://www.cigweld.com.au/wp-content/uploads/2018/02/304166-Mixer-Type-574-Clipped.png,"<div class=""typography"">
	<p>COMET 3 Type 574 mixer is an injector mixer used for heating with Oxy/LPG, Oxy/Natural gas combinations, in heavy duty high flow applications. For use with SHP3 and SHP4 heating tips only.</p>
<ul>
<li>Hand tightening for easy attachment onto COMET 3 Blowpipe. (O ring seals ensure a perfect gas-tight connection every time)</li>
<li>Large flutes on mixer give easy positive handling, even when wearing welding gloves</li>
<li>Mixer 574 is an injector mixer and can be used with either Oxy/LP gas or Oxy/Natural gas</li>
<li>Offers high resistance to backfire, regardless of the gas type or flow setting</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-3-mixer-type-574-heating/
CutSkill LPG Regulator SI 400kPa,201003,,https://www.cigweld.com.au/wp-content/uploads/2018/02/LPG-Reg-Side-Front-On-1.png,"<div class=""typography"">
	<p>CutSkill regulators conform to AS4267 and are factory set to deliver the correct maximum pressure or flow. CutSkill regulators are based on the Comet design that offers robust construction combined with renowned CIGWELD quality and represents genuine value for money.</p>
<ul>
<li>The regulator is failsafe against overpressure Diaphragm is protected against flashback Robust</li>
<li>Failsafe and accurate pressure gauges</li>
<li>Factory set maximum delivery pressure</li>
<li>Captive control knob prevents loss and tampering</li>
<li>Colour coded for gas identification</li>
<li>Ideal for the tradesman, contractor and handyman</li>
<li>Conforms to AS4267</li>
</ul>
</div>",,<p><strong>Range</strong><br>CutSkill</p> <p><strong>Flow Rate</strong><br>400 kPa</p> <p><strong>Inlet Connection</strong><br>CGA 510 SI</p>,,https://www.cigweld.com.au/product/cutskill-lpg-regulator-si-400kpa/
WeldSkill CO2 Regulator SI 20LPM,201008,,https://www.cigweld.com.au/wp-content/uploads/2018/02/CO2-Reg-Side-Front-On.png,"<div class=""typography"">
	<p>Specifically designed for the budget conscious buyer, WeldSkill regulators offer excellent quality and performance for use with most light to medium applications. WeldSkill regulators conform to AS4267 and are factory set to deliver the correct maximum pressure or flow. WeldSkill regulators are based on the Comet design that offers robust construction combined with renowned CIGWELD quality and represents genuine value for money.</p>
<ul>
<li>The regulator is failsafe against overpressure Robust</li>
<li>Failsafe and accurate pressure gauges</li>
<li>Factory set maximum delivery pressure</li>
<li>Captive control knob prevents loss and tampering</li>
<li>Colour coded for gas identification</li>
<li>Ideal for the Tradesman, Contractor &amp; Handyman</li>
<li>Conforms to AS4267</li>
</ul>
</div>",,<p><strong>Range</strong><br>CutSkill</p> <p><strong>Flow Rate</strong><br>20 LPM</p> <p><strong>Inlet Connection</strong><br>Type 30 SI</p>,,https://www.cigweld.com.au/product/weldskill-co2-regulator-si-20lpm/
CutSkill Blowpipe,204001,,"https://www.cigweld.com.au/wp-content/uploads/2018/02/7190315-Cigweld4176_Web.jpg,https://www.cigweld.com.au/wp-content/uploads/2018/02/4190315-Cigweld4166_Web.jpg,https://www.cigweld.com.au/wp-content/uploads/2018/02/8190315-Cigweld4192_Web.jpg","<div class=""typography"">
	<p>The CutSkill blowpipe presents a budget-priced alternative to the COMET series. Like the entire range of CIGWELD’s gas equipment products, these quality blowpipes are manufactured to stringent internal engineering standards</p>
<ul>
<li>Handle shape gives a comfortable grip</li>
<li>Non-rotating valve spindle minimises wear</li>
<li>Left-hand/right-hand threads ensure correct connection of gas supply</li>
<li>Locking teeth provide secure positioning of attachments with hand tightening</li>
<li>Ideal for the tradesman, contractor and handyman</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/cutskill-blowpipe/
Cutskill Cutting Attachment,204005,,"https://www.cigweld.com.au/wp-content/uploads/2018/02/190306-Cigweld3676_HR-scaled-1.jpg,https://www.cigweld.com.au/wp-content/uploads/2018/02/190315-Cigweld4358.jpg,https://www.cigweld.com.au/wp-content/uploads/2018/02/190306-Cigweld-close-up.jpg","<div class=""typography"">
	<p>The CutSkill cutting attachment presents a budget-priced alternative to the COMET series. Like the entire range of CIGWELD’s gas equipment products, these quality cutting attachments are manufactured to stringent internal engineering standards</p>
<ul>
<li>Cuts up to 150mm (6″)</li>
<li>Attaches quickly and easily to CutSkill blowpipe by hand</li>
<li>Locking teeth provide secure positioning</li>
<li>O ring provides a gas-tight seal with hand tightening of attachment</li>
<li>Cutting lever positioned for ease of operation</li>
<li>Solid brass construction</li>
<li>Unique multi-fuel mixer allows for cutting with Oxy/Acet, Oxy LPG and Oxy/Natural gas</li>
<li>For use with type 41 and 44 nozzles</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/cutskill-cutting-attachment/
CutSkill Colt Blowpipe,204014,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_1522_lg_COLT-Blowpipe.jpg.png,"<div class=""typography"">
	<p>The CutSkill COLT blowpipe is a light duty alternative to the Comet series. Like the entire range of CIGWELD’s gas equipment products, this quality blowpipe is manufactured to stringent internal engineering standards. The blowpipe is suitable for a wide range of applications including fusion welding, braze welding, brazing and hand cutting.</p>
<p>Light weight, compact torch design</p>
<p>	Tough solid brass construction</p>
<p>	Left hand/right hand threads ensure correct connection of gas supply</p>
<p>	Colour coded control knobs are fitted for maximum safety</p>
<p>	Ideal for the plumber, HVAC mechanic &amp; handyman</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/cutskill-colt-blowpipe/
"Inlet nipple & nut kit Nitrogen, type 51",310341,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/inlet-nipple-nut-kit-nitrogen-type-51/
Inlet nipple type 30,310288,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/inlet-nipple-type-30/
Inlet nipple & nut kit type 60,310340,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/inlet-nipple-nut-kit-type-60/
COMET EDGE ESS4 Nitrogen Regulator 1000kPa,310345,,https://www.cigweld.com.au/wp-content/uploads/2018/02/310345.jpg,"<div class=""typography"">
	<p>With the expansion of the COMET EDGE regulator range, CIGWELD can now offer an EDGE regulator to suit the majority of industrial gases. COMET EDGE nitrogen regulators are suitable for most general purpose industrial and laboratory gas control applications. Nitrogen models are fitted with pressure relief valves to protect downstream equipment against increases above the maximum outlet pressure.</p>
<ul>
<li>The most advanced regulator design introduced to the market in 20 years.</li>
<li>Regulators are colour coded for easy gas identification.</li>
<li>Easy to read gauges incorporating coloured segments to assist with setting correct operation pressures.</li>
<li>Built-in Gauge Guard.</li>
<li>Conforms to AS4267</li>
</ul>
</div>",,"<p><strong>Maximum Inlet Pressure</strong><br>20,000kPa @ 15°C</p> <p><strong>Maximum Outlet Pressure</strong><br>1,000kPa</p> <p><strong>Air Flow @ Outlet</strong><br>1,200 l/min @ 700kPa</p> <p><strong>Inlet Test Pressure</strong><br>1,700kPa (to achieve air flow @ outlet stated)</p>",,https://www.cigweld.com.au/product/comet-edge-ess4-nitrogen-regulator-1000kpa/
"Inlet nipple & nut kit Air, type 61",310342,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/inlet-nipple-nut-kit-air-type-61/
COMET 5000 HP Nitrogen Regulator 7000kPa,310347,,https://www.cigweld.com.au/wp-content/uploads/2018/02/310355.jpg,"<div class=""typography"">
	<p>COMET 5000 High-Pressure Regulators are ideally suited for industrial or laboratory work, pneumatic loading of test apparatus, static testing of pressure components, pressurising high-pressure systems or high pressure decanting.</p>
<ul>
<li>Based on the COMET regulator design. Provides safe and accurate control of pressures up to 7,000kPa.</li>
<li>Pressure relief valves for the 3,000kPa and 7,000kPa delivery regulators.</li>
<li>Specially hardened diaphragms for strength and accuracy.</li>
<li>Tube outlet connectors prevent accidental connection to low pressure equipment.</li>
<li>Gauges comply with AS1349. Inlet connections comply to AS2473.</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-5000-hp-nitrogen-regulator-7000kpa/
